IBGE,NUMERO,UF,MUNICIPIO,CNES,NOME FANTASIA,RAZAO SOCIAL,LOGRADOURO,NUMERO_1,BAIRRO,CEP,LATITUDE,LONGITUDE
353440,1498,SP,OSASCO,5126657,CLINICA CAMPESINA,DR JORGE ALBERTO DOMINGO GARCIA FERRAZ LTDA,,M,AVN DR CARLOS DE MORAES BARROS,266,40602802,-7374879
354140,1499,SP,PRESIDENTE PRUDENTE,5103401,UNOFISIO,OESTE FISIO SERVICOS DE FISIOTERAPIA LTDA,,M,RUA GABRIEL OTAVIO DE SOUZA,489,4082802,-7393122
350330,1500,SP,ARARAS,5053293,UPA ELISA S FRANCHOZZA ARARAS,MUNICIPIO DE ARARAS,M,AVENIDA IRINEU CARROCCI,400,JOSE OMETTO II,40846466,-7387123
353060,1501,SP,MOGI DAS CRUZES,2773392,UBS BRAZ CUBAS,PREFEITURA MUNICIPAL DE MOGI DAS CRUZES,M,RUA PADRE ALVARO QUIRNONES ZUNIGA,340,BRAS CUBAS,40743916,-7392519
352590,1502,SP,JUNDIAI,3944026,CONSULTORIO MEDICO EDMUR DE TOLEDO PIZA FILHO,EDMUR DE TOLEDO PIZA FILHO,RUA ADEMIR PEREIRA DE BARROS,21,VL BOAVENTURA,13201796,40748047,-7382601
354140,1503,SP,PRESIDENTE PRUDENTE,3847306,SES SP DEPARTAMENTO REGIONAL DE SAUDE 11 PRES PRUDENTE,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,E,AV CEL JOSE SOARES MARCONDES,2357,VILA ROBERTO,4086939,-7384997
354140,1504,SP,PRESIDENTE PRUDENTE,5040094,EMAL CLINICA MEDICA,EMAL CLINICA MEDICA DE PRESIDENTE PRUDENTE S S LTDA,,M,RUA DONATO ARMELIN,482,40633232,-7401192
355160,1505,SP,SERRA NEGRA,3807568,EKOS FISIOTERAPIA E FONOAUDIOLOGIA SERRA NEGRA,SERVICOS DE FISIOTERAPIA E FONOAUDIOLOGIA LTDA,,M,RUA PADRE JOAO BATISTA LAVELLO,107,40850426,-7394679
350750,1506,SP,BOTUCATU,3469972,FARMACIA MEDEX DRS VI BAURU BOTUCATU,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,E,DISTRITO DE RUBIAO JUNIOR,S/N,RUBIAO JUNIOR,40612926,-7398243
350450,1507,SP,AVARE,5202027,CONSULTORIO ISOLADO ALDO JOSE LANCAS LUCHESI,ALDO JOSE LANCAS LUCHESI,RUA SAO CRISTOVAO,1080,VILA SAO JUDAS TADEU,18705470,40576347,-73967316
355620,1508,SP,VALINHOS,3544184,EDISON JALBUT,EDISON JALBUT,RUA ANA LEONISIA DO AMARAL CAMARGO,131,CENTRO,13270150,40777473,-7398884
354800,1509,SP,SANTO ANTONIO DE POSSE,2076284,UNIDADE DE SAUDE DA FAMILIA DR JOSE PAULO MARUM,PREFEITURA MUNICIPAL DE SANTO ANTONIO DE POSSE,M,PRACA CAPITAO PEDRO ANTONIO DE MORAES,175,RESSACA,40635372,-73988174
354990,1510,SP,SAO JOSE DOS CAMPOS,9229,UBS JARDIM ORIENTE,PREFEITURA MUNICIPAL DE SAO JOSE DOS CAMPOS,M,RUA SENJU OTA,40,JARDIM ORIENTE,40841652,-7387233
354730,1511,SP,SANTANA DE PARNAIBA,3005178,CAPS INFANTIL ESPACO DE VIDA,PREFEITURA MUNICIPAL DE SANTANA DE PARNAIBA,M,AV DR ALVARO RIBEIRO,610,JD FREDIANE,407606,-7396434
354140,1512,SP,PRESIDENTE PRUDENTE,5040558,CONSULTORIO MEDICO RENATA MARIA BOTTINO VIZZOTTO,RENATA MARIA BOTTINO VIZZOTTO,RUA SETE DE SETEMBRO,1409,VILA ESTADIO,19015090,40890545,-7384087
355540,1513,SP,UBATUBA,2069970,UBS DO SACO DA RIBEIRA UBATUBA,PREFEITURA MUNICIPAL DA ESTANCIA BALNEARIA DE UBATUBA,M,AVN PLINIO DE FRANCA,263,SACO DA RIBEIRA,40616245,-7407915
355070,1514,SP,SAO SEBASTIAO,3714381,LUIS OTAVIO MALAGO,LUIS OTAVIO MALAGO,AVENIDA WALQUIR VERGANI,522,BOICUCANGA,11618107,40718018,-7399996
352850,1515,SP,MAIRIPORA,2086344,UNIDADE BASICA DE SAUDE DR AMADEU MENDES DA SILVA NETO,PREFEITURA MUNICIPAL DE MAIRIPORA,M,RUA JOSE CLAUDINO DOS SANTOS,139,TERRA PRETA,40784554,-7385502
353460,1516,SP,OSVALDO CRUZ,3000710,PENITENCIARIA DE OSVALDO CRUZ,SECRETARIA DA ADMINISTRACAO PENITENCIARIA DE SAO PAULO,9,63E+13,M,RDV CTE JOAO RIBEIRO DE BARROS,4063332,-7395394
353050,1517,SP,MOCOCA,2044722,CONSULTORIO ODONTOLOGICO SINDICATO METALURGICOS MOCOCA,IND DOS TRABALHADORES IND MET MEC E MATERIAIS E DE MOCOCA,,M,RUA XV DE NOVEMBRO,62,40740273,-7389586
355410,1518,SP,TAUBATE,2077345,NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA SANTA ISABEL,MUNICIPIO DE TAUBATE,M,RUA JOSE MARTINS RONCONI,151,PARQUE SAO LUIS,40872723,-7388738
350160,1519,SP,AMERICANA,3602842,PNEUMOALERGO DOENCAS DO APARELHO RESPIRATORIO E IMUNOTERAPIA,PNEUMOALERGO DOENCAS DO APARELHO RESPIRATORIO E IMUNOTERAPIA,,M,RUA FORTUNATO FARAONE,77,40752895,-7397954
352050,1520,SP,INDAIATUBA,2050846,UBS PRQ RESIDENCIAL INDAIA,MUNICIPIO DE INDAIATUBA,M,RUA CRISTIANO SELLEGUIN,33,PRQ RES INDAIA,4076177,-73979065
353130,1521,SP,MONTE ALTO,3173100,CONS ODONTOLOGICO DRA SONIA FOCHI SANITA MONTE ALTO,SONIA FOCHI SANITA,RUA CARLOS KIELANDER,521,CENTRO,15910000,40747845,-7397724
350010,1522,SP,ADAMANTINA,2083671,APAE ASSOCIACAO,ASSOCIACAO DE PAIS E AMIGOS DO EXCEPCIONAL,,M,RUA TSUNEKISHI SAKAI,136,40759983,-73964806
350530,1523,SP,BARRA BONITA,5697085,ALASMAR ODONTOLOGIA BARRA BONITA,PAULO SERGIO ALASMAR,RUA PRUDENTE DE MORAES,234,JARDIM VISTA ALEGRE,17340000,40868385,-7389416
353010,1524,SP,MIRANDOPOLIS,5309263,CLINICA E DIAGNOSTICO MIRANDOPOLIS ALESSANDRO ORSI ROSSI,ALESSANDRO ORSI ROSSI,PRACA MANOEL ALVES DE ATAIDE,140,CENTRO,16800000,4088182,-73896385
352410,1525,SP,ITUVERAVA,3733289,FERNANDO BERNARDINI FILHO,FERNANDO BERNARDINI FILHO,RUA MARIA LIPORACI,316,CENTRO,14500000,40861107,-7389028
351880,1526,SP,GUARULHOS,3130711,UBS PIRATININGA,PREFEITURA MUNICIPAL DE GUARULHOS,M,RUA LANDRI SALLES,400,CIDADE ARACILIA,40719707,-7378502
353890,1527,SP,PIRAJUI,5274826,CLINICA DE PSICOLOGIA LUCINDA OLIVEIRA PIRAJUI,LUCINDA DE OLIVEIRA,AV RUI BARBOSA LIMA,910,CENTRO,16600041,40617287,-7397786
355220,1528,SP,SOROCABA,2074524,CLINICA NOSSA SENHORA DO CARMO SOROCABA,CLINICA NOSSA SENHORA DO CARMO S S LTDA,,M,AVENIDA COMENDADOR PEREIRA INACIO,913,4063336,-7392928
354140,1529,SP,PRESIDENTE PRUDENTE,3653641,CONSULTORIO OFTALMOLOGICO DR ANDREI COSTA PORTO,ANDREI COSTA PORTO,RUA DR GURGEL,348,CENTRO,19010020,40850845,-73867805
355220,1530,SP,SOROCABA,3520897,LINUS PAULING SOROCABA,LINUS PAULING MEDICINA DIAGNOSTICA EIRELI,M,AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA,793,CENTRO,4082451,-7389786
353390,1531,SP,OLIMPIA,2751798,UBS DR CLODOALDO MARINS SARTI,PREFEITURA MUNICIPAL DE OLIMPIA,M,AVENIDA CONSTITUCIONALISTA DE 32,525,SANTA EFIGENIA,40812126,-7390419
350860,1532,SP,CACHOEIRA PAULISTA,3363554,ESF SAO JOAO,PREFEITURA MUNICIPAL DE CACHOEIRA PAULISTA,M,RUA MAESTRO LORENA,S/N,S JOAO,4061132,-74114716
354995,1533,SP,SAO LOURENCO DA SERRA,2746751,USF PAIOL DO MEIO,PREFEITURA MUNICIPAL DE SAO LOURENCO DA SERRA,M,RUA ELVIS ANDRE DE CAMPOS,131,PAIOL DO MEIO,4073597,-7387656
354140,1534,SP,PRESIDENTE PRUDENTE,5242606,CONSULTORIO DE FISIOTERAPIA SONIA HISSAE ISHIMI,SONIA HISSAE ISHIMI,RUA ALVARES MACHADO,104,VILA EUCLIDES,19015450,40844677,-739245
350390,1535,SP,ARUJA,2773848,USF MIRANTE,PREFEITURA MUNICIPAL DE ARUJA,M,RUA JOAO DE BARROS,712,JARDIM PINHEIRO,40562065,-7418073
353650,1536,SP,PAULINIA,2081059,HOSPITAL MUNICIPAL DE PAULINIA,PREFEITURA MUNICIPAL DE PAULINIA,M,RUA MIGUEL VICENTE CURY,100,NOVA PAULINIA,4074644,-7387982
354340,1537,SP,RIBEIRAO PRETO,5319528,ADA STELLA TERESA CHARLES MACHADO,ADA STELLA TERESA CHARLES MACHADO,RUA ARNALDO VITALIANO,231,JD PALMAS TRAVASSOS,14091220,4071871,-7396129
350570,1538,SP,BARUERI,3478300,ALPHA X SERVICOS DE RADIOLOGIA LTDA,ALPHA X SERVICOS DE RADIOLOGIA LTDA,,M,ALAMEDA RIO NEGRO,1084,4067446,-739063
354850,1539,SP,SANTOS,5676959,SECRETARIA MUNICIPAL DE SAUDE DE SANTOS,MUNICIPIO DE SANTOS,M,RUA AMADOR BUENO,333,PAQUETA,40844883,-73907295
354140,1540,SP,PRESIDENTE PRUDENTE,3664961,CONSULTORIO ODONTOLOGICO ROBERTO BITTENCOURT CAVALCANTE,ROBERTO BITTENCOURT CAVALCANTE,AV CORONEL JOSE SOARES MARCONDES,2435,CENTRO,19010000,40852703,-73921844
355540,1541,SP,UBATUBA,3916596,JACINTHO ORESTES CAMPANA,JACINTHO ORESTES CAMPANA,RUA CUNHAMBEBE,351,CENTRO,11680000,4073633,-7395303
351550,1542,SP,FERNANDOPOLIS,2078430,HOSPITAL DAS CLINICAS DE FERNANDOPOLIS,HOSPITAL DAS CLINICAS DE FERNANDOPOLIS SC LTDA,,M,AV EXPEDICIONARIOS BRASILEIROS,1181,40641113,-74003716
354850,1543,SP,SANTOS,3707717,LUIZ FERNANDO LOURENCO BALLIO,LUIZ FERNANDO LOURENCO BALLIO,AVENIDA CONSELHEIRO NEBIAS,18,EMBARE,11025010,40621464,-74006226
353890,1544,SP,PIRAJUI,5454913,CONSULTORIO MEDICO PAULO SERGIO DE OLIVEIRA ZAIA PIRAJUI,PAULO SERGIO DE OLIVEIRA ZAIA,AVENIDA RUI BARBOSA LIMA,900,CENTRO,16600041,40604893,-74008705
353180,1545,SP,MONTE MOR,5653215,USF FERNANDO JOSE MARINI PQ IMPERIAL,USF FERNANDO JOSE MARINI PQ IMPERIAL,M,RUA JOSE TONIN,150,JARDIM N S FATIMA,4057322,-74106995
353460,1546,SP,OSVALDO CRUZ,2082586,SANTA CASA DE MISERICORDIA DE OSVALDO CRUZ,IRMANDADE DA SANTA CASA DE MISERICORDIA DE OSVALDO CRUZ,,M,AV PRESIDENTE VARGAS,1,40744026,-7392616
350320,1547,SP,ARARAQUARA,5734266,CLAUDIA DE FREITAS VALLERINI,CLAUDIA DE FREITAS VALLERINI,R LUIZ GONZAGA DE FREITAS,30,CENTRO,14801260,40778625,-7377587
351870,1548,SP,GUARUJA,5174716,FLAVIA ONEDA DANTAS CARDOSO,FLAVIA ONEDA DANTAS CARDOSO,AV DEPUTADO EDMILIO CARLOS,160,VILA MAIA,11410140,40887604,-7390947
355410,1549,SP,TAUBATE,3863026,SES SP DEPARTAMENTO REGIONAL DE SAUDE 17 TAUBATE,SECRETARIA DE ESTADO DA SAUDE SP,E,AV ASSIS CHATEAUBRIAND,359,BEL RECANTO,40829136,-739114
354140,1550,SP,PRESIDENTE PRUDENTE,3019810,CLINICA CORPUS,CLINICA E HOSPITAL DE CIRURGIA PLASTICA CORPUS SC LTDA,,M,AV CEL JOSE SOARES MARCONDES,3825,4072225,-7400592
355250,1551,SP,SUZANO,2034670,PRONTO ATENDIMENTO ANTONIO TANOEIRO,PREFEITURA MUNICIPAL DE SUZANO,M,RUA MUSSI GEORGE ANTONIO,319,PALMEIRAS,40584724,-73957726
354140,1552,SP,PRESIDENTE PRUDENTE,3787184,CONSULTORIO MEDICO DR MARIO YUKIO YAMAZAKI,MARIO YUKIO YAMAZAKI,AV WASHINGTON LUIZ,1165,VILA ESTADIO,19015150,40685184,-73920456
350560,1553,SP,BARRINHA,5547067,CLINICA MEDICA DE BARRINHA,CLINICA MEDICA DE BARRINHA LTDA,,M,AV DR GUMERCINDO VELUDO,887,4075691,-7376768
352940,1554,SP,MAUA,2038994,UBS JARDIM GUAPITUBA,PREFEITURA MUNICIPAL DE MAUA,M,AVENIDA ROSA BONINI MARIANI,204,JARDIM GUAPITUBA,4056464,-7411563
354140,1555,SP,PRESIDENTE PRUDENTE,3665054,CONSULTORIO MEDICO ORLANDO NEGRI FERNANDES,ORLANDO NEGRI FERNANDES,AV WASHINGTON LUIZ,2233,JARDIM PAULISTA,19023450,,
352400,1556,SP,ITUPEVA,2050773,UBS DO BAIRRO QUILOMBO,PREFEITURA MUNICIPAL DE ITUPEVA,M,RUA PASCHOAL VICENTINI,80,QUILOMBO,40574905,-74121735
354170,1557,SP,QUATA,4049411,UNIDADE AMBULATORIAL JOAO JORGE ESTEVAN DE QUATA,PREFEITURA MUNICIPAL DE QUATA,M,RUA NICOLA CARONE,752,VILA PALAZZI,40756134,-7374047
352480,1558,SP,JALES,5612268,AQUATERAPIA JALES,CLINICA DE FISIOTERAPIA BIGOTTO LTDA,,M,AV FRANCISCO JALES,3400,4072851,-7373041
350320,1559,SP,ARARAQUARA,5840619,LUIZ ARNALDO FERRARI,LUIZ ARNALDO FERRARI,RUA SEVENTUARIO DI NARDI,21,FONTE,14801000,40654957,-74007034
355030,1560,SP,SAO PAULO,3767620,CONS MEDICO CHARLES PETER TILBERY,CHARLES PETER TILBERY,RUA ALBERTO EINSTEIN,627,MORUMBI,1023010,40672558,-7399883
351550,1561,SP,FERNANDOPOLIS,3679349,UNIDADE DA PESSOA CLINICA DE FISIOTERAPIA,UNIDADE DA PESSOA CLINICA DE FISIOTERAPIA LTDA,,M,RUA ANA ARNALDO DA SILVA,438,40606117,-7397758
354990,1562,SP,SAO JOSE DOS CAMPOS,3803945,DOLLY BURGOMEISTER CLINICA MEDICA,DOLLY BURGOMEISTER CLINICA MEDICA LTDA,,M,RUA MAESTRO EGIDIO PINTO,165,4076706,-7373912
352720,1563,SP,LORENA,3772411,LAISA APARECIDA DA SILVA TUMAS,LAISA APARECIDA DA SILVA TUMAS,VILA VALENTIM SACILOTTI,33,CENTRO,12606060,4075834,-73996414
355070,1564,SP,SAO SEBASTIAO,3929485,MARCELO KUPIKS SAAD,MARCELO KUPIKS SAAD,AVENIDA GUARDA MOR LOBO VIANA,1193,PORTO GRANDE,11608200,40806656,-7394687
353180,1565,SP,MONTE MOR,5653223,USF GENIL LISBOA DE ALMEIDA JD PROGRESSO,USF GENIL LISBOA DE ALMEIDA JD PROGRESSO,M,ESTRADA MUNICIPAL,367,JD PROGRESSO,,
354850,1566,SP,SANTOS,3817881,CLAUDIA GUEDES OMUR0,CLAUDIA GUEDES OMURO,AVENIDA DOUTOR PEDRO LESSA,1640,APARECIDA,11025002,40856045,-7390079
352410,1567,SP,ITUVERAVA,3683656,CLINICA REGIONAL DE OTORRINOLARINGOLOGIA,NUBIA GESNY ROCHA MARINHO YOSHINAGA,RUA MARIA LIPORACI,13,CENTRO,14500000,4068378,-73982956
354140,1568,SP,PRESIDENTE PRUDENTE,5141206,CONSULTORIO MEDICO FERNANDO PIERIN PERES,FERNANDO PIERIN PERES,AV 11 DE MAIO,1701,JARDIM CAICARA,19050050,40677494,-73895325
355030,1569,SP,SAO PAULO,5376289,CONS MEDICO ARCRIS,ARCRIS ASSISTENCIA MEDICA LTDA,,M,R BARATA RIBEIRO,237,4076121,-7386723
355030,1570,SP,SAO PAULO,5376297,CONS MEDICO JANE TOMIMORI YAMASHITA,DERMATOLOGIA ESTETICA E IMAGEM LTDA,,M,RUA BOTUCATU,588,4075587,-73972824
355030,1571,SP,SAO PAULO,5376416,CENTRO MEDICO DE HOMEOPATICO PQ DO CARMO,CENTRO MEDICO E HOMEOPATICO PARQUE DO CARMO SC LTDA,,M,AV MARIA LUISA AMERICANO,769,40760056,-7382815
353930,1572,SP,PIRASSUNUNGA,5356156,FATIMA FORTUNA MARRACH ARCHANGELO PIRASSUNUNGA,FATIMA FORTUNA MARRACH ARCHANGELO PIRASSUNUNGA,RUA BOM JESUS,567,CENTRO,13630105,4066846,-7394229
350320,1573,SP,ARARAQUARA,5356245,MIGUEL RENATO CABAU,MIGUEL RENATO CABAU,AV COMENDADOR ALBERTO DIAS,326,SANTA ANGELINA,14802070,40597145,-7376321
350320,1574,SP,ARARAQUARA,5356253,ALBERTO BRAGA NOGUEIRA,ALBERTO BRAGA NOGUEIRA,RUA EXPEDICIONARIOS DO BRASIL,2569,CENTRO,14801360,4060307,-7401667
350280,1575,SP,ARACATUBA,5358698,HITOSHI TANGODA,HITOSHI TANGODA,RUA AQUIDABAN,611,VILA MENDONCA,16015100,4077929,-7398114
350160,1576,SP,AMERICANA,5361079,CENTRAL DE REGULACAO,PREFEITURA MUNICIPAL DE AMERICANA,M,AVENIDA BANDEIRANTES,2390,CENTRO,4064269,-7395764
352410,1577,SP,ITUVERAVA,5361451,ADRIANA DE SOUSA MENEGHINI,ADRIANA DE SOUSA MENEGHINI,RUA ADEMAR DE BARROS,549,CENTRO,14500000,4071138,-7396645
355370,1578,SP,TAQUARITINGA,5363551,PAULO LUIS MICALI,PAULO LUIS MICALI,RUA VISCONDE RIO BRANCO,1318,CENTRO,15900000,40777863,-73894585
355370,1579,SP,TAQUARITINGA,5363594,DALZI APARECIDA MONTEIRO EIRELI,DALZI APARECIDA DONATO MONTEIRO EIRELI,M,RUA SAO JOSE,623,CENTRO,40772583,-7391036
355370,1580,SP,TAQUARITINGA,5363616,LUCIANA MATTOSINHO,LUCIANA MATTOSINHO,RUA SAO JOSE,948,CENTRO,15900000,4087626,-7390395
355410,1581,SP,TAUBATE,5364272,CONSULTORIO MEDICO LEONARDO GIL SOARES TAUBATE,LEONARDO GIL SOARES,RUA PROFESSOR MOREIRA,266,CENTRO,12030070,40760563,-7399481
352050,1582,SP,INDAIATUBA,5365252,INDOC,INDOC DOCUMENTACAO E RADIOLOGIA ODONT LTDA,,M,RUA PEDRO DE TOLEDO,1082,4057731,-7410113
354220,1583,SP,RANCHARIA,5365457,LABSAUDE,LABORATORIO DE ANALISES CLINICAS PILON LTDA,M,RUA FELIPE CAMARAO,1201,VILA CANTIZANI,40899246,-7384609
354160,1584,SP,PROMISSAO,5365708,CONSULTORIO ODONTO ROSEMEIRE N DA SILVEIRA MASSARO PROMISSAO,ROSEMEIRE NUNES DA SILVEIRA MASSARO,RUA GENARO SAMARCO,338,CENTRO,16370000,4076132,-7397995
350160,1585,SP,AMERICANA,5366291,MIGUEL ANTONIO STEFANI,MIGUEL ANTONIO STEFANI,RUA GABRIEL IDALIO DE CAMARGO,171,VILA MEDON,13465130,4061593,-7413405
355220,1586,SP,SOROCABA,5366747,COMPANHIA MEDICA SOROCABA,RIBEIRO SERVICOS MEDICOS,,M,RUA AVELINO ARGENTO,217,4085325,-73827225
355220,1587,SP,SOROCABA,5366755,ANDREA DALLA MORA ESQUERDO SOROCABA,ANDREA DALLA MORA ESQUERDO,RUA TAMANDARE,75,VILA LEAO,18040360,40819878,-7385777
350160,1588,SP,AMERICANA,5367441,ANA MARIA MARTINS,ANA MARIA MARTINS,RUA DOZE DE OUTUBRO,404,SANTA CATARINA,13465120,4083302,-73862724
355220,1589,SP,SOROCABA,3950093,CARLOS YOSHIZAKI DINI SOROCABA,CARLOS YOSHIZAKI DINI,RUA ARTHUR GOMES,511,CENTRO,18035490,,
355220,1590,SP,SOROCABA,3953122,CARLOS ANTONIO DINI SOROCABA,CARLOS ANTONIO DINI,RUA ARTHUR GOMES,511,CENTRO,18035490,40826786,-73892944
354140,1591,SP,PRESIDENTE PRUDENTE,5274516,CONSULTORIO MEDICO DIEGO FERNANDO GARCES VASQUES,DIEGO FERNANDO GARCES VASQUES,AV WASHINGTON LUIZ,763,CENTRO,19015150,40665306,-7397627
354980,1592,SP,SAO JOSE DO RIO PRETO,2052474,COMPLEXO DE SAUDE UNIMED SAO JOSE DO RIO PRETO,UNIMED SJRPRETO COOPERATIVA DE TRABALHO MEDICO,,M,AVENIDA BADY BASSITT,4870,40655754,-7392403
354140,1593,SP,PRESIDENTE PRUDENTE,5170060,CONSULTORIO ODONTOLOGICO JOSE JAVIER FERNANDEZ,JOSE JAVIER FERNANDEZ SOBALVARRO,RUA DR JOSE FOZ,323,CENTRO,19010041,4068081,-738849
350700,1594,SP,BOITUVA,2043289,UNIDADE BASICA DE SAUDE GERSON FERRIELLO,MUNICIPIO DE BOITUVA,M,RUA CARMELA TIRABASSI COAN,200,PQ NOVO MUNDO,,
355070,1595,SP,SAO SEBASTIAO,3516083,RODRIGO NERY FURLANI,RODRIGO NERY FURLANI,HILARIAO CRISOLOGO DE MATOS,452,BOICUCANGA,11618080,,
355040,1596,SP,SAO PEDRO,3672646,CINTIA KARELL ANDRADE SAO PEDRO,CINTIA KARELL ANDRADE,ANTONIO TEIXEIRA DE BARROS,922,SANTA CRUZ,13520000,4065008,-7396101
353650,1597,SP,PAULINIA,5161045,PATOLOGIA CLINICA,INSTITUTO DE PATOLOGIA CLINICA E PESQUISA LTDA,,M,RUA AQUILINA BONATTI MALAVAZZI,354,4067818,-73870705
350600,1598,SP,BAURU,3225968,MAGNA,CADI MAGNA AEROPORTO DIAGNOSTICO POR IMAGEM LTDA,,M,AVENIDA OCTAVIO PINHEIRO BRISOLA,73,40750324,-7398908
354980,1599,SP,SAO JOSE DO RIO PRETO,5335248,MORUMBI SERVICOS MEDICOS,MORUMBI CONSULTORIA E SERVICOS MEDICOS LTDA,,M,RUA CELSO SPINOLA CASTRO,460,4085638,-7382631
355030,1600,SP,SAO PAULO,5426332,RONALDO PAFFILI,BROOKLIN MEDICAL CLINICA E CONSULTORIA MEDICA EIRELI,,M,VEREADOR JOSE DINIZ,2480,,
354150,1601,SP,PRESIDENTE VENCESLAU,4003454,JOSE MARCOS TOITO DE LIMA,JOSE MARCOS TOITO DE LIMA,AV JOAO PESSOA,665,CENTRO,19400000,4068694,-7381414
350330,1602,SP,ARARAS,2081253,HOSPITAL SAO LUIZ DE ARARAS,IRMANDADE DA SANTA CASA DE MISERICORDIA DE ARARAS,,M,PRACA DR NARCIZO GOMES,49,4071434,-7401317
352410,1603,SP,ITUVERAVA,3668347,CLUII CLINICA ULTRASSOM,CLUII CLINICA DE ULTRASSOM E IMAGEM DE ITUVERAVA S C LTD,,M,RUA MARIA LIPORACI,553,40804012,-7393097
353890,1604,SP,PIRAJUI,5270030,CONSULTORIO MEDICO LAURO TEIXEIRA DOS SANTOS PIRAJUI,LAURO TEIXEIRA DOS SANTOS,AVENIDA RUI BARBOSA LIMA,729,CENTRO,16600041,40904118,-7384957
353190,1605,SP,MORRO AGUDO,2745550,CIAP CENTRO INTEGRADO DE ATENDIMENTO PUBLICO MORRO AGUDO,PREFEITURA MUNICIPAL DE MORRO AGUDO,M,RUA CANADA,272,CENTRO,4059138,-7416487
353050,1606,SP,MOCOCA,2705214,CORPO DE BOMBEIROS MOCOCA UNIDADE DE RESGATE MOCOCA,CORPO DE BOMBEIROS DA POLICIA MILITAR DO ESTADO DE SAO PAULO,M,RUA DEMOSTHENES PARANA BRASIL PONTES,1711,JD CHICO PISCINA,407493,-7389758
352680,1607,SP,LENCOIS PAULISTA,5675936,FLAVIA CRISTINA ORTEGA,FLAVIA CRISTINA ORTEGA,AV PADRE SALUSTIO RODRIGUES MACHADO,1031,CENTRO,18683060,40723324,-7383622
354140,1608,SP,PRESIDENTE PRUDENTE,3258815,ELOISA MIYUKI MURASHITA,ELOISA MIYUKI MURASHITA,RUA SAO SEBASTIAO,746,VILA DUBUS,19120000,40606842,-740155
354140,1609,SP,PRESIDENTE PRUDENTE,5102871,CONSULTORIO MEDICO ANA KARINA LOPES LIMA,ANA KARINA LOPES LIMA,AV WASHINGTON LUIZ,1810,CENTRO,19023450,40820004,-7394029
355070,1610,SP,SAO SEBASTIAO,3432963,REABILITE ODONTOLOGIA INTEGRADA,KOJIO E HARDMIAN SC LTDA,,M,AVENIDA GUARDA MOR LOBO VIANA,421,4075735,-7398412
353790,1611,SP,PILAR DO SUL,5093481,CONS MED ANTONIO CARLOS P DE BARROS CIR GERAL PILAR DO SUL,ANTONIO CARLOS PRESTES DE BARROS,AV PRESBITERO JOVINO GOMES RIBEIRO,106,CENTRO,18185000,40679935,-7391389
355030,1612,SP,SAO PAULO,3306852,CLINICA DE DERMATOLOGIA DRA MARCIA FERRAZ NOGUEIRA,CLINICA DE DERMATOLOGIA DRA MARCIA FERRAZ NOGUEIRA LTDA,,M,RUA JOSE JANARELLI,199,,
350700,1613,SP,BOITUVA,3611760,UROCLINICA PRO IMAGEM,CLINICA SAO FRANCISCO BOITUVA LTDA,,M,AV VEREADOR JOSE ANGELO BIAGIONI,660,40823,-7394829
350530,1614,SP,BARRA BONITA,3984214,CONSULTORIO MEDICO DIMAS DE SALES PAIVA BARRA BONITA,DIMAS DE SALES PAIVA,RUA PRUDENTE DE MORAES,314,JARDIM VISTA ALEGRE,17340000,,
355030,1615,SP,SAO PAULO,2027542,CECCO ERMELINO MATARAZZO,PREFEITURA DO MUNICIPIO DE SAO PAULO,M,ALA RODRIGO DE BRUNN,70,ERMELINDO MATARAZZO,4070269,-73839485
353130,1616,SP,MONTE ALTO,4048865,POLICLINICA SILVIO GOVONI MONTE ALTO,MUNICIPIO DE MONTE ALTO,M,AV JOSE LUIZ FRANCO DA ROCHA,112,CENTRO,40699944,-7391882
354890,1617,SP,SAO CARLOS,2040778,UBS CIDADE ARACY ERNESTO PEREIRA LOPES,PREFEITURA MUNICIPAL DE SAO CARLOS,M,RUA SEBASTIAO LEMOS,426,CIDADE ARACY II,4066496,-7382226
352210,1618,SP,ITANHAEM,3503208,UNIDADE DE SAUDE DA FAMILIA SAVOY,PREFEITURA MUNICIPAL DE ITANHAEM,M,RUA JAIME LINO DOS SANTOS,290,SAVOY,40722576,-7394049
350530,1619,SP,BARRA BONITA,2790793,LABORATORIO CENTRAL BARRA BONITA,DALAVALE SANTOS LABORATORIO LTDA,,M,RUA PRUDENTE DE MORAES,351,40636494,-7398701
351350,1620,SP,CUBATAO,3764877,CAROLINA CHIARI GALLE,CAROLINA CHIARI GALLE,PRACA FREI DAMIAO,230,VILA NOVA,11520020,4069811,-7391713
350160,1621,SP,AMERICANA,3120368,ASSISTENCIA E SAUDE SC LTDA,ASSISTENCIA E SAUDE SC LTDA,,M,RUA ITORORO,367,40700737,-7399499
355540,1622,SP,UBATUBA,5481961,CONSULTORIO MEDICO DO DR FERNANDO S BERGEL,FERNANDO SKAZUFKA BERGEL,RUA CUNHAMBEBE,351,CENTRO,11680000,40705627,-7383785
